"codigohomologado","colvalorbase","fecharegistro","estadoreg","codigocups_id","concepto","tipostarifa_id"
"","100000.0000","2025-04-04 14:37:24.25515-05","A",233,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",234,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",235,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",236,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",237,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",238,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",239,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",240,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",241,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",242,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",243,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",244,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",245,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",246,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",247,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",248,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",249,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",250,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",251,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",252,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",253,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",254,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",255,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",256,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",257,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",258,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",259,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",260,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",261,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",262,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",263,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",264,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",265,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",266,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",267,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",268,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",269,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",270,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",271,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",272,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",273,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",274,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",275,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",276,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",277,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",278,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",279,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",280,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",281,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",282,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",283,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",284,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",285,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",286,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",287,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",288,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",289,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",290,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",291,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",292,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",293,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",294,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",295,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",296,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",297,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",298,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",299,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",300,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",301,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",302,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",303,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",304,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",305,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",306,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",307,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",308,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",309,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",310,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",311,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",312,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",313,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",314,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",315,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",316,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",317,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",318,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",319,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",320,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",321,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",322,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",323,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",324,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",325,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",326,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",327,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",328,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",329,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",330,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",331,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",332,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",333,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",334,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",335,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",336,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",337,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",338,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",339,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",340,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",341,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",342,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",343,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",344,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",345,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",346,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",347,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",348,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",349,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",350,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",351,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",352,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",353,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",354,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",355,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",356,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",357,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",358,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",359,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",360,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",361,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",362,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",363,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",364,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",365,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",366,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",367,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",368,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",369,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",370,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",371,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",372,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",373,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",374,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",375,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",376,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",377,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",378,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",379,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",380,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",381,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",382,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",383,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",384,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",385,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",386,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",387,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",388,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",389,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",390,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",391,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",392,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",393,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",394,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",395,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",396,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",397,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",398,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",399,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",400,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",401,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",402,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",403,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",404,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",405,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",406,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",407,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",408,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",409,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",410,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",411,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",412,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",413,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",414,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",415,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",416,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",417,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",418,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",419,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",420,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",421,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",422,4,2
"","100000.0000","2025-04-04 14:37:24.25515-05","A",423,4,2
